id,comida_preferida,frecuencia_consumo,gasto_promedio,satisfaccion_producto,satisfaccion_servicio,tiempo_entrega,precio_percepcion,recomendaria,volveria_comprar,calificacion_general
8365,Hot Dogs,Mensual,87,8,8,Rápido,Alto,2,False,5
8366,Pizza,Semanal,73,8,1,Lento,Medio,5,True,5
8367,Hamburguesas,Quincenal,97,4,2,Lento,Medio,1,True,6
8368,Tacos,Mensual,21,9,0,Rápido,Bajo,6,True,6
8369,Pizza,Mensual,56,1,8,Lento,Alto,4,False,6
8370,Hot Dogs,Semanal,102,1,9,Aceptable,Alto,5,False,0
8371,Hamburguesas,Quincenal,66,7,4,Aceptable,Bajo,8,True,5
8372,Hot Dogs,Semanal,117,4,10,Lento,Alto,2,True,3
8373,Hot Dogs,Semanal,87,5,9,Lento,Bajo,8,True,10
8374,Hot Dogs,Mensual,112,9,3,Lento,Bajo,5,False,5
8375,Tacos,Mensual,66,2,6,Aceptable,Medio,9,True,6
8376,Hamburguesas,Mensual,38,1,0,Rápido,Medio,2,False,4
8377,Hamburguesas,Mensual,20,6,9,Aceptable,Bajo,3,False,1
8378,Pizza,Quincenal,114,5,3,Rápido,Alto,2,True,4
8379,Pollo Frito,Diario,91,2,1,Rápido,Medio,4,False,0
8380,Tacos,Semanal,67,2,8,Aceptable,Bajo,8,True,4
8381,Hamburguesas,Semanal,26,2,7,Lento,Medio,4,False,0
8382,Pizza,Semanal,44,5,6,Rápido,Alto,2,False,3
8383,Hot Dogs,Diario,62,3,0,Rápido,Medio,10,False,6
8384,Hot Dogs,Quincenal,40,9,0,Rápido,Medio,0,False,8
8385,Pizza,Diario,52,6,8,Rápido,Alto,1,False,7
8386,Pizza,Semanal,83,0,10,Aceptable,Bajo,1,True,7
8387,Tacos,Semanal,90,9,9,Lento,Bajo,2,True,8
8388,Tacos,Mensual,110,3,9,Rápido,Alto,4,False,7
8389,Pollo Frito,Diario,59,3,8,Lento,Alto,3,False,2
8390,Hot Dogs,Mensual,52,2,3,Rápido,Alto,0,False,8
8391,Pizza,Mensual,20,7,3,Lento,Alto,3,False,9
8392,Hot Dogs,Quincenal,65,4,6,Rápido,Medio,6,False,8
8393,Tacos,Diario,86,7,1,Aceptable,Medio,9,True,2
8394,Tacos,Semanal,29,7,9,Lento,Alto,10,True,1
8395,Hamburguesas,Diario,34,4,6,Lento,Medio,3,False,5
8396,Tacos,Diario,82,2,7,Aceptable,Medio,5,True,9
8397,Pizza,Quincenal,117,0,5,Aceptable,Medio,5,True,0
8398,Hamburguesas,Mensual,116,10,2,Rápido,Alto,3,False,3
8399,Hamburguesas,Diario,29,8,1,Aceptable,Medio,3,False,0
8400,Hamburguesas,Semanal,25,8,2,Aceptable,Alto,5,True,6
8401,Hamburguesas,Semanal,74,10,0,Rápido,Medio,1,True,1
8402,Pollo Frito,Mensual,43,4,7,Rápido,Bajo,7,False,1
8403,Pizza,Mensual,75,3,5,Lento,Medio,6,True,3
8404,Tacos,Quincenal,80,2,1,Lento,Alto,2,False,1
8405,Hamburguesas,Quincenal,47,5,2,Lento,Alto,6,True,2
8406,Hamburguesas,Mensual,55,9,2,Lento,Medio,1,True,1
8407,Pizza,Diario,25,5,1,Aceptable,Alto,6,True,6
8408,Pizza,Quincenal,106,0,3,Rápido,Medio,10,True,9
8409,Hamburguesas,Semanal,98,9,4,Lento,Alto,3,True,9
8410,Pollo Frito,Semanal,25,6,4,Rápido,Alto,0,False,0
8411,Pizza,Diario,91,8,10,Aceptable,Medio,10,False,8
8412,Pollo Frito,Semanal,55,9,7,Aceptable,Bajo,8,True,0
8413,Tacos,Quincenal,103,6,6,Lento,Alto,8,False,9
8414,Hamburguesas,Quincenal,114,5,7,Rápido,Medio,10,False,2
8415,Pollo Frito,Diario,22,2,4,Lento,Medio,7,True,8
8416,Pizza,Diario,33,1,5,Aceptable,Alto,3,True,10
8417,Pollo Frito,Diario,26,5,2,Rápido,Alto,9,False,10
8418,Pollo Frito,Mensual,104,5,2,Lento,Medio,2,False,2
8419,Hamburguesas,Mensual,48,10,3,Aceptable,Medio,1,True,2
8420,Hamburguesas,Diario,74,4,10,Rápido,Medio,2,True,7
8421,Hamburguesas,Diario,60,5,5,Aceptable,Bajo,10,False,6
8422,Tacos,Diario,37,7,1,Lento,Alto,6,False,4
8423,Pollo Frito,Quincenal,88,10,3,Aceptable,Bajo,3,True,10
8424,Pizza,Semanal,70,7,10,Lento,Medio,8,False,10
8425,Pizza,Diario,25,0,5,Aceptable,Medio,5,False,5
8426,Pollo Frito,Diario,23,3,4,Lento,Medio,8,False,0
8427,Pizza,Mensual,53,2,3,Aceptable,Medio,6,False,2
8428,Hamburguesas,Mensual,59,9,8,Lento,Alto,8,False,4
8429,Pollo Frito,Semanal,32,0,5,Lento,Medio,6,False,5
8430,Hamburguesas,Quincenal,93,1,9,Rápido,Medio,8,True,7
8431,Hot Dogs,Mensual,99,2,2,Lento,Bajo,6,False,3
8432,Pollo Frito,Mensual,108,5,5,Rápido,Medio,0,False,5
8433,Hot Dogs,Semanal,35,10,9,Rápido,Medio,8,False,6
8434,Hamburguesas,Quincenal,97,5,0,Aceptable,Alto,10,True,1
8435,Tacos,Quincenal,37,7,9,Aceptable,Bajo,10,False,4
8436,Hamburguesas,Semanal,42,10,5,Lento,Bajo,3,False,10
8437,Hamburguesas,Diario,36,6,1,Lento,Bajo,8,False,4
8438,Pollo Frito,Semanal,72,5,4,Aceptable,Medio,10,True,9
8439,Tacos,Semanal,105,3,2,Lento,Alto,9,True,3
8440,Pizza,Quincenal,22,0,9,Rápido,Alto,3,False,4
8441,Hamburguesas,Quincenal,28,2,10,Aceptable,Alto,4,False,10
8442,Pizza,Mensual,93,2,1,Rápido,Bajo,4,True,7
8443,Pizza,Mensual,49,9,7,Lento,Medio,10,False,1
8444,Hamburguesas,Semanal,93,3,3,Rápido,Medio,5,False,2
8445,Pizza,Mensual,57,4,10,Aceptable,Alto,9,False,7
8446,Hot Dogs,Mensual,107,1,10,Aceptable,Bajo,0,False,5
8447,Pizza,Semanal,95,0,5,Rápido,Bajo,3,False,8
8448,Pizza,Diario,65,8,7,Aceptable,Medio,7,False,6
8449,Pollo Frito,Diario,42,3,7,Aceptable,Medio,8,True,10
8450,Tacos,Mensual,116,3,4,Rápido,Bajo,6,True,0
8451,Pizza,Mensual,54,7,7,Aceptable,Alto,1,True,8
8452,Tacos,Semanal,110,10,0,Aceptable,Bajo,9,False,0
8453,Tacos,Mensual,44,2,2,Rápido,Medio,6,True,10
8454,Tacos,Quincenal,76,10,3,Rápido,Medio,6,True,4
8455,Hot Dogs,Mensual,84,7,6,Aceptable,Medio,3,True,10
8456,Pollo Frito,Mensual,83,8,4,Rápido,Alto,1,True,7
8457,Tacos,Diario,100,4,9,Aceptable,Medio,8,False,0
8458,Pollo Frito,Quincenal,102,9,4,Aceptable,Medio,7,False,2
8459,Hot Dogs,Semanal,120,9,7,Lento,Alto,9,False,8
8460,Tacos,Diario,62,1,4,Aceptable,Bajo,0,True,3
8461,Hot Dogs,Diario,83,9,0,Aceptable,Bajo,0,False,1
8462,Pollo Frito,Diario,67,10,7,Aceptable,Alto,0,True,9
8463,Tacos,Semanal,110,2,6,Lento,Alto,2,True,3
8464,Tacos,Semanal,40,10,8,Aceptable,Bajo,4,False,1
8465,Hot Dogs,Mensual,59,6,2,Aceptable,Alto,9,True,3
8466,Pollo Frito,Quincenal,74,5,0,Rápido,Medio,9,True,8
8467,Pollo Frito,Mensual,72,1,4,Lento,Alto,6,False,4
8468,Tacos,Mensual,120,1,0,Rápido,Medio,3,False,3
8469,Tacos,Quincenal,31,2,6,Aceptable,Medio,5,False,6
8470,Pollo Frito,Semanal,92,5,0,Rápido,Alto,1,False,6
8471,Tacos,Quincenal,46,6,3,Aceptable,Medio,6,False,9
8472,Hamburguesas,Semanal,64,2,10,Lento,Alto,7,True,5
8473,Tacos,Diario,82,6,5,Lento,Alto,9,False,3
8474,Pollo Frito,Quincenal,49,2,4,Aceptable,Alto,6,True,3
8475,Pizza,Mensual,98,2,2,Lento,Bajo,4,True,9
8476,Pizza,Diario,82,0,2,Lento,Bajo,2,False,10
8477,Pollo Frito,Diario,114,10,5,Lento,Bajo,10,False,5
8478,Hamburguesas,Mensual,52,6,3,Lento,Bajo,1,False,3
8479,Tacos,Diario,81,3,2,Rápido,Medio,2,True,9
8480,Hot Dogs,Semanal,109,7,3,Lento,Alto,8,False,0
8481,Hot Dogs,Quincenal,117,0,3,Aceptable,Medio,6,False,2
8482,Pizza,Quincenal,28,2,4,Aceptable,Medio,4,False,2
8483,Hamburguesas,Diario,83,2,4,Rápido,Medio,8,False,8
8484,Hot Dogs,Quincenal,63,5,6,Lento,Bajo,3,False,8
8485,Pollo Frito,Mensual,70,5,2,Aceptable,Bajo,6,False,1
8486,Pollo Frito,Diario,50,10,2,Rápido,Alto,8,True,8
8487,Pizza,Diario,39,7,2,Aceptable,Bajo,9,True,6
8488,Hot Dogs,Diario,53,8,10,Lento,Alto,0,True,8
8489,Pollo Frito,Semanal,68,3,6,Aceptable,Bajo,3,False,3
8490,Pollo Frito,Quincenal,46,3,0,Rápido,Alto,5,False,9
8491,Pollo Frito,Quincenal,32,10,2,Lento,Medio,2,False,9
8492,Hot Dogs,Diario,43,6,2,Rápido,Medio,6,True,3
8493,Hot Dogs,Diario,62,2,8,Rápido,Medio,10,False,9
8494,Tacos,Diario,63,5,3,Lento,Bajo,7,True,6
8495,Tacos,Semanal,62,10,0,Aceptable,Alto,6,True,8
8496,Tacos,Semanal,30,3,3,Lento,Medio,5,True,10
8497,Pizza,Mensual,38,4,7,Lento,Medio,0,True,1
8498,Hot Dogs,Quincenal,110,4,2,Aceptable,Alto,4,False,2
8499,Tacos,Mensual,48,0,4,Rápido,Bajo,5,True,8
8500,Hamburguesas,Semanal,48,1,0,Aceptable,Alto,8,True,7
8501,Hot Dogs,Diario,94,4,9,Lento,Medio,5,False,9
8502,Hot Dogs,Mensual,29,0,8,Aceptable,Alto,2,True,2
8503,Hot Dogs,Quincenal,78,4,3,Rápido,Medio,8,False,1
8504,Pizza,Semanal,57,0,6,Lento,Bajo,10,False,8
8505,Pollo Frito,Quincenal,22,8,0,Lento,Medio,3,False,7
8506,Tacos,Quincenal,91,7,9,Rápido,Bajo,7,True,7
8507,Tacos,Diario,49,9,8,Lento,Medio,8,True,3
8508,Hamburguesas,Semanal,35,2,7,Aceptable,Alto,3,True,10
8509,Hamburguesas,Quincenal,117,6,0,Rápido,Bajo,8,True,3
8510,Tacos,Mensual,55,10,0,Lento,Medio,2,True,4
8511,Tacos,Mensual,119,5,6,Aceptable,Bajo,2,False,8
8512,Hot Dogs,Diario,86,6,1,Rápido,Medio,3,False,6
8513,Pizza,Semanal,77,5,2,Lento,Bajo,6,False,4
8514,Hamburguesas,Quincenal,100,3,8,Rápido,Medio,2,False,6
8515,Pizza,Mensual,21,7,8,Aceptable,Medio,8,True,10
8516,Tacos,Semanal,33,0,0,Rápido,Medio,9,True,1
8517,Tacos,Semanal,25,1,3,Aceptable,Bajo,7,False,4
8518,Pizza,Semanal,58,9,3,Lento,Bajo,3,True,2
8519,Pollo Frito,Quincenal,96,1,1,Aceptable,Alto,1,True,5
8520,Pollo Frito,Diario,64,0,5,Aceptable,Medio,9,True,1
8521,Tacos,Mensual,114,4,8,Rápido,Alto,8,False,2
8522,Pizza,Diario,96,0,2,Rápido,Medio,5,False,5
8523,Tacos,Quincenal,104,9,10,Lento,Medio,7,False,5
8524,Hamburguesas,Semanal,83,8,2,Aceptable,Bajo,2,True,3
8525,Tacos,Diario,52,10,8,Rápido,Medio,8,False,9
8526,Hot Dogs,Diario,84,1,8,Rápido,Alto,10,False,3
8527,Pollo Frito,Quincenal,69,0,7,Aceptable,Alto,2,False,2
8528,Hamburguesas,Semanal,54,4,4,Rápido,Medio,9,False,6
8529,Pizza,Mensual,50,7,8,Aceptable,Bajo,9,True,6
8530,Hamburguesas,Quincenal,41,8,1,Lento,Bajo,0,True,9
8531,Pizza,Semanal,58,6,0,Aceptable,Alto,2,True,5
8532,Pollo Frito,Quincenal,108,2,8,Lento,Alto,3,True,6
8533,Hamburguesas,Diario,88,6,9,Aceptable,Bajo,4,False,0
8534,Pollo Frito,Quincenal,64,6,9,Aceptable,Bajo,7,True,4
8535,Hamburguesas,Semanal,109,4,5,Lento,Medio,0,False,10
8536,Hot Dogs,Mensual,73,10,8,Rápido,Medio,5,True,0
8537,Pizza,Semanal,59,4,5,Rápido,Alto,0,False,7
8538,Hamburguesas,Quincenal,61,7,3,Rápido,Medio,3,False,0
8539,Hamburguesas,Diario,105,2,3,Aceptable,Medio,8,False,1
8540,Pizza,Diario,94,7,5,Rápido,Medio,8,False,9
8541,Tacos,Mensual,107,1,8,Aceptable,Alto,9,True,2
8542,Pollo Frito,Semanal,78,1,1,Aceptable,Medio,10,True,2
8543,Tacos,Quincenal,35,4,4,Lento,Bajo,9,True,9
8544,Tacos,Diario,59,1,5,Aceptable,Alto,1,False,6
8545,Pizza,Quincenal,51,9,10,Lento,Alto,4,False,7
8546,Hamburguesas,Diario,79,6,0,Aceptable,Alto,8,True,8
8547,Hamburguesas,Mensual,43,5,5,Lento,Alto,4,False,7
8548,Pollo Frito,Quincenal,61,3,7,Rápido,Alto,6,False,4
8549,Tacos,Diario,26,6,3,Aceptable,Medio,1,True,4
8550,Hamburguesas,Semanal,65,3,0,Lento,Alto,6,True,4
8551,Tacos,Semanal,41,2,9,Lento,Alto,3,False,5
8552,Pizza,Diario,39,4,7,Lento,Bajo,4,False,1
8553,Pollo Frito,Mensual,21,5,8,Lento,Medio,8,True,10
8554,Pizza,Semanal,102,1,6,Lento,Medio,6,False,10
8555,Pizza,Mensual,108,9,7,Aceptable,Medio,9,True,8
8556,Pollo Frito,Semanal,78,7,10,Rápido,Alto,4,True,4
8557,Tacos,Semanal,90,6,5,Lento,Bajo,1,True,10
8558,Pizza,Semanal,55,2,6,Rápido,Alto,7,True,4
8559,Pizza,Diario,119,1,7,Aceptable,Alto,3,True,1
8560,Tacos,Semanal,72,5,1,Lento,Bajo,10,False,5
8561,Pollo Frito,Diario,39,4,10,Rápido,Bajo,8,True,0
8562,Hot Dogs,Mensual,28,5,7,Rápido,Alto,2,False,10
8563,Tacos,Quincenal,36,9,2,Lento,Alto,2,True,5
8564,Hot Dogs,Diario,94,7,1,Aceptable,Alto,8,True,6
8565,Pizza,Diario,64,1,3,Lento,Alto,8,False,10
8566,Hamburguesas,Semanal,85,0,3,Lento,Bajo,3,False,2
8567,Hamburguesas,Semanal,79,3,7,Lento,Bajo,4,True,5
8568,Pollo Frito,Quincenal,89,3,3,Rápido,Bajo,1,True,9
8569,Tacos,Quincenal,82,1,7,Rápido,Bajo,6,False,6
8570,Pollo Frito,Diario,68,5,2,Lento,Alto,10,False,8
8571,Tacos,Semanal,76,6,8,Aceptable,Alto,9,True,2
8572,Tacos,Quincenal,29,6,5,Rápido,Bajo,5,False,4
8573,Tacos,Mensual,115,10,10,Rápido,Bajo,1,True,7
8574,Hot Dogs,Mensual,31,6,8,Rápido,Bajo,4,False,8
8575,Pizza,Quincenal,102,10,7,Aceptable,Medio,1,False,1
8576,Pollo Frito,Quincenal,76,9,10,Aceptable,Bajo,9,True,5
8577,Pollo Frito,Semanal,32,7,8,Lento,Alto,6,True,1
8578,Tacos,Mensual,40,1,6,Rápido,Medio,2,True,4
8579,Pollo Frito,Quincenal,28,10,9,Lento,Medio,10,True,4
8580,Pollo Frito,Semanal,53,10,6,Lento,Medio,0,True,6
8581,Pizza,Diario,71,5,1,Aceptable,Alto,8,True,5
8582,Pizza,Quincenal,21,7,2,Lento,Alto,4,True,10
8583,Pizza,Diario,74,4,8,Rápido,Medio,6,True,3
8584,Hot Dogs,Quincenal,43,9,4,Lento,Alto,4,False,3
8585,Pizza,Semanal,54,0,3,Rápido,Medio,1,True,5
8586,Pollo Frito,Diario,71,10,4,Lento,Alto,1,False,10
8587,Pizza,Semanal,25,9,8,Aceptable,Bajo,5,True,1
8588,Pizza,Diario,105,6,6,Rápido,Bajo,2,False,6
8589,Hot Dogs,Semanal,44,8,6,Aceptable,Alto,6,False,0
8590,Hamburguesas,Semanal,112,2,8,Rápido,Bajo,0,True,10
8591,Hamburguesas,Mensual,76,5,8,Lento,Alto,5,False,9
8592,Pizza,Diario,74,5,8,Rápido,Alto,5,True,6
8593,Pollo Frito,Diario,40,9,2,Rápido,Medio,7,True,1
8594,Hamburguesas,Diario,108,2,8,Lento,Alto,3,True,6
8595,Hamburguesas,Diario,112,0,1,Lento,Bajo,0,True,3
8596,Pollo Frito,Quincenal,65,3,1,Rápido,Alto,10,False,10
8597,Pollo Frito,Diario,77,5,7,Rápido,Medio,5,False,9
8598,Hot Dogs,Quincenal,108,5,6,Aceptable,Alto,8,False,6
8599,Pizza,Diario,110,2,9,Lento,Alto,5,False,2
8600,Hamburguesas,Quincenal,45,8,9,Aceptable,Medio,4,False,3
8601,Hamburguesas,Quincenal,99,5,3,Aceptable,Alto,10,True,3
8602,Hamburguesas,Mensual,85,7,3,Rápido,Alto,8,False,1
8603,Pizza,Diario,25,9,0,Lento,Bajo,10,True,0
8604,Hot Dogs,Semanal,65,9,5,Aceptable,Medio,4,True,1
8605,Hot Dogs,Semanal,96,7,7,Rápido,Alto,4,False,9
8606,Hamburguesas,Semanal,94,7,2,Rápido,Alto,6,True,5
8607,Pizza,Semanal,59,9,5,Aceptable,Bajo,5,False,1
8608,Pollo Frito,Quincenal,105,9,9,Rápido,Alto,2,False,7
8609,Pizza,Mensual,63,6,3,Rápido,Alto,2,True,7
8610,Pizza,Diario,30,10,3,Lento,Alto,8,False,6
8611,Hot Dogs,Diario,99,6,9,Rápido,Medio,8,False,0
8612,Hot Dogs,Semanal,102,6,3,Rápido,Bajo,7,False,2
8613,Hot Dogs,Semanal,24,7,10,Lento,Medio,7,True,10
8614,Pizza,Mensual,66,1,7,Aceptable,Alto,7,False,7
8615,Pizza,Quincenal,78,3,5,Aceptable,Medio,2,True,5
8616,Hamburguesas,Semanal,26,2,5,Rápido,Bajo,8,False,3
8617,Pizza,Semanal,108,2,5,Lento,Bajo,1,False,1
8618,Pollo Frito,Quincenal,107,3,8,Rápido,Medio,1,False,10
8619,Pollo Frito,Quincenal,119,1,8,Aceptable,Bajo,6,False,9
8620,Pizza,Semanal,100,9,4,Aceptable,Alto,2,True,10
8621,Hot Dogs,Mensual,96,2,0,Aceptable,Alto,4,False,6
8622,Hamburguesas,Mensual,103,3,10,Aceptable,Bajo,0,False,9
8623,Hot Dogs,Mensual,104,5,8,Aceptable,Medio,9,False,0
8624,Tacos,Quincenal,90,1,8,Lento,Bajo,0,False,0
8625,Pollo Frito,Diario,25,7,2,Lento,Medio,10,True,7
8626,Pollo Frito,Diario,94,5,7,Rápido,Medio,10,True,0
8627,Hamburguesas,Quincenal,23,0,6,Aceptable,Alto,4,False,8
8628,Pollo Frito,Mensual,44,8,5,Lento,Medio,0,True,8
8629,Pollo Frito,Mensual,50,4,2,Rápido,Medio,10,True,2
8630,Pizza,Quincenal,115,2,0,Lento,Medio,9,True,3
8631,Tacos,Semanal,112,8,0,Rápido,Bajo,1,True,7
8632,Hot Dogs,Mensual,117,7,9,Aceptable,Alto,8,True,2
8633,Hot Dogs,Diario,24,10,9,Lento,Bajo,3,True,10
8634,Pollo Frito,Diario,61,0,10,Lento,Alto,2,False,5
8635,Hamburguesas,Semanal,28,5,6,Aceptable,Medio,0,False,6
8636,Pizza,Diario,66,1,7,Lento,Bajo,2,False,1
8637,Pizza,Diario,113,8,2,Lento,Bajo,5,True,8
8638,Hot Dogs,Semanal,116,9,9,Lento,Medio,0,True,6
8639,Pollo Frito,Diario,78,1,1,Rápido,Alto,6,False,5
8640,Hot Dogs,Semanal,65,2,4,Rápido,Medio,5,False,7
8641,Pizza,Semanal,97,5,8,Lento,Medio,3,True,9
8642,Pizza,Semanal,57,7,0,Aceptable,Medio,0,True,7
8643,Pizza,Quincenal,60,0,8,Lento,Bajo,7,False,3
8644,Hamburguesas,Semanal,58,5,3,Rápido,Bajo,7,True,5
8645,Tacos,Quincenal,69,6,9,Aceptable,Alto,10,True,3
8646,Tacos,Mensual,84,1,5,Rápido,Bajo,10,False,2
8647,Hot Dogs,Diario,112,6,8,Aceptable,Bajo,0,False,4
8648,Pollo Frito,Diario,104,1,3,Rápido,Bajo,8,True,3
8649,Pizza,Mensual,116,9,2,Rápido,Medio,9,False,6
8650,Hamburguesas,Diario,27,10,1,Lento,Bajo,7,False,6
8651,Tacos,Semanal,73,0,5,Aceptable,Alto,4,True,10
8652,Pizza,Quincenal,51,0,3,Rápido,Bajo,8,False,8
8653,Hot Dogs,Quincenal,43,5,3,Rápido,Medio,3,True,5
8654,Pollo Frito,Mensual,55,1,8,Aceptable,Bajo,8,False,8
8655,Hamburguesas,Diario,109,5,2,Aceptable,Medio,10,False,6
8656,Pizza,Semanal,52,5,7,Lento,Medio,8,False,3
8657,Pollo Frito,Quincenal,84,7,9,Lento,Bajo,5,True,0
8658,Pizza,Mensual,65,6,8,Rápido,Bajo,3,False,4
8659,Hot Dogs,Semanal,28,1,0,Aceptable,Alto,7,True,6
8660,Hot Dogs,Semanal,54,6,9,Lento,Bajo,4,True,7
8661,Hamburguesas,Diario,79,2,4,Rápido,Bajo,3,True,1
8662,Pollo Frito,Semanal,112,5,6,Rápido,Medio,10,True,10
8663,Pollo Frito,Diario,100,5,7,Aceptable,Medio,10,False,7
8664,Pizza,Diario,92,7,8,Lento,Alto,5,False,7
8665,Pollo Frito,Diario,43,3,1,Rápido,Medio,8,False,8
8666,Hot Dogs,Mensual,37,9,6,Rápido,Alto,1,True,4
8667,Hot Dogs,Quincenal,104,10,8,Rápido,Bajo,5,False,3
8668,Tacos,Diario,77,5,4,Lento,Alto,6,False,5
8669,Pizza,Mensual,22,1,8,Lento,Medio,9,True,9
8670,Pizza,Mensual,101,8,6,Rápido,Alto,8,False,0
8671,Hamburguesas,Semanal,57,9,8,Rápido,Alto,5,False,4
8672,Pollo Frito,Semanal,30,10,7,Lento,Alto,2,False,1
8673,Hamburguesas,Semanal,61,2,6,Aceptable,Medio,5,False,4
8674,Hamburguesas,Diario,34,5,9,Lento,Alto,8,True,8
8675,Pizza,Quincenal,60,2,3,Lento,Bajo,1,True,7
8676,Pizza,Quincenal,25,0,10,Aceptable,Alto,7,True,2
8677,Pollo Frito,Mensual,88,8,5,Lento,Medio,1,True,3
8678,Tacos,Quincenal,70,4,5,Aceptable,Medio,2,False,0
8679,Hot Dogs,Semanal,24,10,1,Aceptable,Medio,5,False,4
8680,Pollo Frito,Diario,33,3,3,Rápido,Medio,3,True,6
8681,Pollo Frito,Diario,98,9,8,Aceptable,Alto,7,True,4
8682,Hot Dogs,Semanal,50,7,0,Rápido,Medio,2,False,1
8683,Hot Dogs,Quincenal,86,4,9,Rápido,Alto,6,False,1
8684,Hot Dogs,Quincenal,120,3,0,Aceptable,Alto,2,True,8
8685,Tacos,Semanal,91,0,5,Rápido,Bajo,3,False,3
8686,Hamburguesas,Mensual,119,6,10,Rápido,Bajo,1,True,5
8687,Hot Dogs,Semanal,120,0,2,Rápido,Medio,6,True,9
8688,Tacos,Semanal,87,7,0,Lento,Bajo,9,False,9
8689,Hot Dogs,Diario,50,10,10,Aceptable,Alto,8,True,7
8690,Hamburguesas,Mensual,120,4,0,Aceptable,Medio,10,True,6
8691,Pollo Frito,Quincenal,36,0,9,Lento,Bajo,0,False,10
8692,Pollo Frito,Diario,45,7,1,Lento,Alto,4,True,9
8693,Hamburguesas,Mensual,72,8,3,Lento,Alto,4,True,3
8694,Pollo Frito,Quincenal,72,1,3,Aceptable,Bajo,2,False,8
8695,Tacos,Semanal,63,1,1,Aceptable,Medio,4,True,1
8696,Tacos,Quincenal,20,1,2,Lento,Bajo,0,False,7
8697,Tacos,Diario,87,6,0,Rápido,Alto,2,True,9
8698,Hamburguesas,Diario,86,3,8,Lento,Bajo,2,True,7
8699,Pizza,Mensual,90,9,7,Rápido,Alto,0,True,1
8700,Pollo Frito,Diario,111,6,7,Rápido,Bajo,4,True,3
8701,Hot Dogs,Mensual,75,3,6,Lento,Medio,5,True,8
8702,Hot Dogs,Diario,37,0,0,Lento,Alto,5,True,6
8703,Pizza,Semanal,44,9,1,Aceptable,Alto,7,True,8
8704,Tacos,Quincenal,53,6,0,Aceptable,Bajo,9,True,10
8705,Hamburguesas,Quincenal,60,6,2,Rápido,Medio,3,False,2
8706,Tacos,Semanal,82,0,0,Rápido,Medio,4,False,2
8707,Hot Dogs,Quincenal,49,2,0,Rápido,Medio,8,True,3
8708,Hamburguesas,Quincenal,23,2,5,Rápido,Bajo,2,True,8
8709,Hamburguesas,Mensual,34,5,7,Aceptable,Bajo,7,False,7
8710,Pollo Frito,Diario,60,0,7,Lento,Alto,2,True,4
8711,Tacos,Mensual,25,4,2,Aceptable,Medio,10,True,5
8712,Tacos,Quincenal,46,4,4,Rápido,Bajo,4,True,0
8713,Hamburguesas,Quincenal,56,10,0,Aceptable,Alto,0,False,3
8714,Tacos,Quincenal,79,3,4,Rápido,Medio,6,True,6
8715,Pizza,Mensual,103,6,9,Aceptable,Medio,10,True,4
8716,Hot Dogs,Diario,88,10,2,Aceptable,Alto,4,True,8
8717,Pizza,Semanal,38,3,4,Aceptable,Bajo,5,False,8
8718,Hot Dogs,Mensual,115,6,3,Rápido,Alto,5,False,4
8719,Pizza,Mensual,48,7,4,Aceptable,Alto,4,True,6
8720,Hot Dogs,Diario,105,5,2,Rápido,Medio,4,False,10
8721,Hot Dogs,Diario,48,4,3,Rápido,Medio,10,False,1
8722,Tacos,Diario,106,4,1,Aceptable,Medio,10,False,10
8723,Tacos,Mensual,72,10,6,Aceptable,Alto,1,False,9
8724,Pizza,Mensual,83,8,6,Lento,Alto,1,True,3
8725,Tacos,Quincenal,120,0,6,Lento,Medio,0,False,1
8726,Tacos,Semanal,104,1,1,Rápido,Medio,10,False,2
8727,Hot Dogs,Quincenal,105,8,10,Aceptable,Alto,8,False,7
8728,Hamburguesas,Diario,28,5,9,Aceptable,Bajo,1,True,10
8729,Pollo Frito,Mensual,56,3,0,Aceptable,Alto,3,False,1
8730,Pizza,Diario,24,5,2,Lento,Alto,3,True,4
8731,Pizza,Quincenal,104,6,2,Lento,Alto,7,False,4
8732,Pizza,Mensual,86,8,0,Rápido,Alto,2,False,7
8733,Hamburguesas,Quincenal,55,8,10,Lento,Alto,2,True,7
8734,Pizza,Quincenal,76,3,6,Lento,Bajo,2,True,9
8735,Tacos,Mensual,55,8,8,Lento,Medio,7,False,5
8736,Tacos,Mensual,111,10,6,Aceptable,Alto,0,True,4
8737,Hot Dogs,Diario,69,1,3,Aceptable,Bajo,1,True,7
8738,Hamburguesas,Mensual,63,7,3,Aceptable,Bajo,7,True,7
8739,Hot Dogs,Semanal,77,3,2,Rápido,Medio,9,False,4
8740,Pizza,Diario,23,9,1,Aceptable,Bajo,1,False,6
8741,Pizza,Mensual,40,2,3,Rápido,Medio,6,True,8
8742,Hamburguesas,Mensual,36,3,5,Aceptable,Bajo,5,True,9
8743,Hamburguesas,Quincenal,83,1,6,Lento,Alto,10,False,7
8744,Tacos,Quincenal,95,9,2,Rápido,Bajo,4,True,3
8745,Hot Dogs,Diario,92,8,5,Lento,Alto,9,True,10
8746,Hot Dogs,Diario,21,5,4,Lento,Medio,7,False,8
8747,Tacos,Quincenal,89,7,4,Lento,Alto,3,True,5
8748,Hamburguesas,Semanal,69,7,5,Aceptable,Medio,3,False,10
8749,Tacos,Quincenal,23,8,5,Rápido,Alto,6,True,2
8750,Pizza,Semanal,76,10,0,Lento,Alto,10,True,8
